product_id,product_name,category,cost_price,selling_price,discount,stock,monthly_sales,demand_level,rating,supplier_lead_time
P281,Printer Laser Mono (P281),Office,9813.0,12987.0,5.0,92,111,MEDIUM,4.4,7
P282,Printer All-in-One (P282),Office,12972.0,16752.0,20.0,32,15,LOW,3.9,9
P283,Server Tower (P283),IT Hardware,89445.0,136794.0,20.0,147,65,MEDIUM,3.7,11
P284,Graphics Card RTX 4070 (P284),Electronics,51644.0,72791.0,15.0,196,95,MEDIUM,5.0,9
P285,Home Theatre 5.1 (P285),Audio,26445.0,38008.0,20.0,111,90,MEDIUM,3.9,9
P286,Biometric Fingerprint (P286),Security,4478.0,5748.0,18.0,81,112,MEDIUM,4.4,13
P287,Portable SSD 500GB (P287),Storage,7303.0,8690.0,20.0,71,153,HIGH,4.7,3
P288,Label Printer (P288),Office,5598.0,7917.0,10.0,32,14,LOW,4.7,6
P289,PDU Smart (P289),IT Hardware,10875.0,14445.0,18.0,122,141,MEDIUM,4.6,19
P290,Arcade Stick (P290),Gaming,7053.0,8544.0,10.0,72,85,MEDIUM,4.5,2
P291,Video Doorbell (P291),Security,7384.0,9619.0,18.0,21,11,LOW,3.8,13
P292,Arcade Stick (P292),Gaming,7251.0,9149.0,15.0,180,138,MEDIUM,4.5,4
P293,Smart Watch Android (P293),Wearables,7172.0,9247.0,5.0,27,14,LOW,4.0,9
P294,5G Router (P294),Networking,10415.0,14125.0,20.0,111,97,MEDIUM,3.6,2
P295,Wireless Mouse Logitech (P295),Accessories,1094.0,1553.0,8.0,37,162,HIGH,4.3,7
P296,Stream Deck (P296),Gaming,18709.0,23682.0,18.0,193,63,MEDIUM,4.5,8
P297,Action Camera GoPro (P297),Electronics,33480.0,45076.0,18.0,84,130,MEDIUM,3.8,19
P298,USB Hub 4 Port (P298),Accessories,451.0,678.0,8.0,147,65,MEDIUM,3.7,9
P299,Gaming Capture Card (P299),Gaming,11582.0,16286.0,5.0,147,148,MEDIUM,4.4,6
P300,Dash Camera 4K (P300),Security,3237.0,3980.0,5.0,16,12,LOW,4.1,7
P301,Stream Deck (P301),Gaming,14928.0,18377.0,18.0,192,102,MEDIUM,4.3,4
P302,Gaming Controller PC (P302),Gaming,3626.0,4467.0,15.0,60,113,HIGH,4.9,9
P303,SSD NVMe 1TB (P303),Storage,10261.0,15767.0,20.0,136,102,MEDIUM,4.6,9
P304,Workstation Dell (P304),IT Hardware,67728.0,80692.0,10.0,19,22,LOW,4.3,9
P305,PDU Smart (P305),IT Hardware,12455.0,18227.0,5.0,169,74,MEDIUM,4.7,12
P306,Gaming Chair RGB (P306),Gaming,13320.0,17893.0,10.0,46,126,HIGH,3.9,2
P307,Mini PC i7 (P307),IT Hardware,41972.0,62210.0,20.0,45,130,HIGH,3.8,18
P308,Security Alarm System (P308),Security,13166.0,18509.0,18.0,18,13,LOW,4.7,5
P309,Security Alarm System (P309),Security,11194.0,15681.0,8.0,104,130,MEDIUM,3.9,9
P310,Gaming Desk L-Shape (P310),Gaming,13356.0,19467.0,18.0,31,170,HIGH,4.6,4
P311,Mesh WiFi System (P311),Networking,11557.0,17180.0,18.0,191,113,MEDIUM,3.9,8
P312,Projector HD (P312),Office,22982.0,33876.0,5.0,101,135,MEDIUM,4.5,10
P313,KVM Switch 4 Port (P313),IT Hardware,6309.0,7450.0,5.0,192,98,MEDIUM,4.5,12
P314,Keyboard Wrist Rest (P314),Accessories,778.0,1197.0,10.0,102,81,MEDIUM,4.0,4
P315,Motion Sensor (P315),Security,2225.0,3362.0,2.0,34,45,LOW,3.5,7
P316,KVM Switch 4 Port (P316),IT Hardware,5003.0,7677.0,10.0,53,133,HIGH,3.7,21
P317,Gaming Headset 7.1 (P317),Audio,4833.0,6151.0,15.0,72,123,MEDIUM,3.6,6
P318,WiFi Extender (P318),Networking,2052.0,2956.0,2.0,13,9,LOW,4.4,10
P319,Server 1U Rack (P319),IT Hardware,55242.0,72208.0,5.0,31,208,HIGH,4.2,10
P320,Printer Laser Color (P320),Office,25308.0,30823.0,15.0,65,78,MEDIUM,4.1,7
P321,External HDD 4TB (P321),Storage,9122.0,10793.0,8.0,84,132,MEDIUM,4.4,4
P322,Document Camera (P322),Office,12119.0,18157.0,5.0,30,135,HIGH,4.4,11
P323,AR Glasses (P323),Wearables,52234.0,64339.0,12.0,171,71,MEDIUM,4.4,6
P324,Tablet Samsung Tab (P324),Electronics,30876.0,43367.0,10.0,195,77,MEDIUM,3.6,21
P325,4G LTE Router (P325),Networking,5658.0,7181.0,5.0,122,41,MEDIUM,4.9,4
P326,Document Camera (P326),Office,10525.0,14547.0,8.0,17,118,HIGH,4.4,5
P327,Wired Earphones (P327),Audio,420.0,505.0,18.0,158,120,MEDIUM,4.7,8
P328,Printer Laser Color (P328),Office,24405.0,33653.0,8.0,10,24,LOW,4.3,8
P329,Memory Card 256GB (P329),Storage,1392.0,1945.0,5.0,91,95,MEDIUM,3.6,3
P330,Printer Laser Color (P330),Office,22534.0,31666.0,12.0,74,124,MEDIUM,3.7,7
P331,Smartphone Samsung S23 (P331),Electronics,63439.0,82996.0,12.0,22,13,LOW,4.6,8
P332,Monitor 27 Inch (P332),Electronics,20457.0,26198.0,5.0,9,41,LOW,4.2,15
P333,Smart Watch Android (P333),Wearables,7248.0,10073.0,15.0,12,11,LOW,3.8,10
P334,Laptop Lenovo ThinkPad (P334),Electronics,60022.0,71099.0,2.0,68,89,MEDIUM,3.8,20
P335,Smart TV 55 Inch (P335),Electronics,63472.0,91665.0,18.0,31,20,LOW,4.9,12
P336,Gaming Headset 7.1 (P336),Audio,4600.0,5631.0,2.0,7,38,LOW,4.9,3
P337,Mini PC i7 (P337),IT Hardware,50471.0,65358.0,5.0,124,41,MEDIUM,3.8,16
P338,Noise Cancelling Earbuds (P338),Audio,8302.0,11221.0,20.0,46,150,HIGH,3.7,8
P339,iPhone 15 (P339),Electronics,85831.0,121476.0,2.0,63,100,HIGH,4.8,18
P340,Gaming Headset 7.1 (P340),Audio,3575.0,5519.0,18.0,66,47,MEDIUM,4.6,3
P341,iPhone 15 (P341),Electronics,92946.0,127551.0,15.0,51,135,MEDIUM,4.4,15
P342,Portable SSD 500GB (P342),Storage,7460.0,9009.0,2.0,90,56,MEDIUM,3.9,7
P343,Binding Machine (P343),Office,5363.0,6976.0,20.0,17,9,LOW,3.7,14
P344,USB-C Hub 7-in-1 (P344),Accessories,1680.0,2262.0,15.0,121,108,MEDIUM,4.9,5
P345,Mini PC i7 (P345),IT Hardware,44267.0,66198.0,5.0,24,48,LOW,4.7,18
P346,CCTV Camera IP (P346),Security,2995.0,4483.0,8.0,27,20,LOW,4.1,5
P347,Soundbar 2.1 (P347),Audio,12921.0,16078.0,18.0,46,242,HIGH,3.6,3
P348,External HDD 4TB (P348),Storage,7048.0,10482.0,10.0,28,30,LOW,4.5,3
P349,Dash Camera 4K (P349),Security,3725.0,5516.0,2.0,71,150,HIGH,4.7,6
P350,Apple Watch Series 8 (P350),Wearables,35427.0,47847.0,8.0,65,210,HIGH,4.2,8
P351,Printer All-in-One (P351),Office,14478.0,21950.0,12.0,7,14,LOW,4.4,14
P352,Network Switch 16 Port (P352),Networking,10494.0,15811.0,20.0,29,22,LOW,3.7,5
P353,Joystick Flight (P353),Gaming,7838.0,11575.0,2.0,76,191,HIGH,4.3,9
P354,Kids Smart Watch (P354),Wearables,3756.0,4972.0,8.0,19,43,LOW,3.5,6
P355,Gaming Console PS5 (P355),Electronics,48883.0,71552.0,10.0,46,125,HIGH,4.5,11
P356,Gaming Chair RGB (P356),Gaming,13348.0,20432.0,18.0,74,147,MEDIUM,3.8,7
P357,Kids Smart Watch (P357),Wearables,2571.0,3700.0,8.0,156,64,MEDIUM,4.3,4
P358,Server 1U Rack (P358),IT Hardware,57708.0,73062.0,10.0,5,35,LOW,4.0,16
P359,Mesh WiFi System (P359),Networking,9704.0,12088.0,15.0,14,14,LOW,4.7,10
P360,Apple Watch Series 8 (P360),Wearables,38736.0,59208.0,18.0,107,83,MEDIUM,4.0,4
P361,Label Printer (P361),Office,7074.0,10046.0,8.0,187,111,MEDIUM,4.7,8
P362,NVR 8 Channel (P362),Security,15027.0,21813.0,12.0,30,5,LOW,4.8,14
P363,Smartphone Samsung S23 (P363),Electronics,65241.0,99217.0,10.0,157,53,MEDIUM,3.7,18
P364,Monitor Arm Single (P364),Accessories,3540.0,4596.0,5.0,72,185,HIGH,3.5,5
P365,WiFi Router AX3000 (P365),Networking,4446.0,6541.0,2.0,31,33,LOW,5.0,8
P366,Network Attached Storage (P366),IT Hardware,33971.0,44804.0,20.0,43,247,HIGH,3.7,8
P367,Tablet Samsung Tab (P367),Electronics,28281.0,36104.0,5.0,29,15,LOW,3.7,8
P368,Gaming Desk L-Shape (P368),Gaming,15380.0,23755.0,20.0,197,95,MEDIUM,3.7,8
P369,External HDD 2TB (P369),Storage,4773.0,5995.0,10.0,168,110,MEDIUM,3.9,6
P370,Wired Earphones (P370),Audio,448.0,594.0,20.0,5,28,LOW,4.1,6
P371,Motion Sensor (P371),Security,1460.0,1737.0,8.0,151,50,MEDIUM,4.8,9
P372,Projector HD (P372),Office,28358.0,40398.0,5.0,77,89,MEDIUM,4.1,11
P373,Fitness Tracker Band (P373),Wearables,2258.0,2884.0,20.0,8,22,LOW,3.7,3
P374,Cable Management Kit (P374),Accessories,623.0,831.0,10.0,129,147,MEDIUM,4.7,8
P375,Gaming LED Strip (P375),Gaming,1945.0,2465.0,12.0,7,50,LOW,4.3,10
P376,Dash Camera 4K (P376),Security,3413.0,5226.0,20.0,18,15,LOW,4.7,7
P377,Graphics Card RX 6700 (P377),Electronics,33254.0,47645.0,10.0,48,137,HIGH,4.0,18
P378,Mechanical Keyboard RGB (P378),Accessories,4664.0,6189.0,15.0,73,233,HIGH,4.9,2
P379,Dash Camera 4K (P379),Security,4463.0,5959.0,18.0,11,41,LOW,4.9,14
P380,Ring Light 10 Inch (P380),Accessories,2328.0,3505.0,18.0,36,46,LOW,4.4,9
P381,Smartphone Samsung S23 (P381),Electronics,59682.0,73601.0,18.0,20,26,LOW,3.6,14
P382,Home Theatre 5.1 (P382),Audio,18283.0,27103.0,12.0,155,147,MEDIUM,4.8,3
P383,Mesh WiFi System (P383),Networking,9502.0,13827.0,15.0,10,31,LOW,3.8,5
P384,Binding Machine (P384),Office,4460.0,6115.0,15.0,35,231,HIGH,3.6,13
P385,Printer All-in-One (P385),Office,17464.0,23995.0,2.0,8,17,LOW,3.9,12
P386,Monitor 32 Inch 4K (P386),Electronics,39979.0,51228.0,20.0,61,121,MEDIUM,4.5,10
P387,Smart Glasses (P387),Wearables,29723.0,37026.0,20.0,118,84,MEDIUM,3.7,6
P388,Ring Light 10 Inch (P388),Accessories,1236.0,1481.0,10.0,41,157,HIGH,3.9,8
P389,Gaming Chair RGB (P389),Gaming,14052.0,21610.0,2.0,195,56,MEDIUM,3.8,2
P390,Network Switch 16 Port (P390),Networking,11042.0,16882.0,12.0,119,88,MEDIUM,4.2,5
P391,Mini PC i7 (P391),IT Hardware,48544.0,72088.0,18.0,160,40,MEDIUM,5.0,20
P392,Health Monitor Watch (P392),Wearables,9237.0,12981.0,12.0,46,101,MEDIUM,4.0,6
P393,Smart Ring Health (P393),Wearables,14089.0,20332.0,12.0,20,38,LOW,4.8,8
P394,Fitness Tracker Band (P394),Wearables,2726.0,3878.0,12.0,30,31,LOW,4.1,2
P395,Dash Camera 4K (P395),Security,5285.0,6907.0,10.0,151,121,MEDIUM,4.9,15
P396,Health Monitor Watch (P396),Wearables,7501.0,9323.0,8.0,13,35,LOW,4.6,10
P397,Portable SSD 500GB (P397),Storage,7699.0,10949.0,10.0,108,135,MEDIUM,4.1,7
P398,Smart Ring Health (P398),Wearables,16685.0,22551.0,5.0,192,150,MEDIUM,4.4,3
P399,Mini PC i5 (P399),IT Hardware,28506.0,42787.0,18.0,43,92,MEDIUM,4.8,9
P400,SSD NVMe 1TB (P400),Storage,8371.0,12935.0,20.0,16,50,LOW,4.7,9
P401,Fitness Tracker Band (P401),Wearables,2033.0,2443.0,20.0,15,15,LOW,4.2,3
P402,NAS Storage 4TB (P402),Storage,22337.0,29907.0,18.0,15,198,HIGH,3.6,5
P403,Smart Watch Android (P403),Wearables,9014.0,13161.0,10.0,20,5,LOW,3.8,7
P404,True Wireless Earbuds (P404),Audio,2757.0,3767.0,12.0,24,7,LOW,4.9,9
P405,Arcade Stick (P405),Gaming,6596.0,8842.0,8.0,121,102,MEDIUM,4.6,4
P406,Printer Laser Mono (P406),Office,9528.0,13807.0,8.0,37,6,LOW,3.8,10
P407,Graphics Card RTX 4070 (P407),Electronics,62531.0,79705.0,2.0,199,46,MEDIUM,3.7,20
P408,Laptop Lenovo ThinkPad (P408),Electronics,57656.0,76925.0,18.0,35,21,LOW,4.6,10
P409,Tablet Samsung Tab (P409),Electronics,33892.0,41259.0,12.0,65,129,MEDIUM,4.1,21
P410,Screen Cleaner Kit (P410),Accessories,330.0,404.0,5.0,40,227,HIGH,4.4,6
P411,Joystick Flight (P411),Gaming,6611.0,8803.0,8.0,18,36,LOW,4.5,9
P412,Smart Watch GPS (P412),Wearables,8016.0,11451.0,5.0,34,226,HIGH,4.9,10
P413,Membrane Keyboard (P413),Accessories,1705.0,2418.0,20.0,48,175,HIGH,4.2,3
P414,External HDD 2TB (P414),Storage,6801.0,8932.0,15.0,54,54,MEDIUM,4.8,2
P415,Chromebook HP (P415),Electronics,28634.0,35595.0,15.0,26,168,HIGH,4.1,12
P416,External HDD 4TB (P416),Storage,8603.0,13215.0,12.0,68,222,HIGH,4.5,4
P417,USB-C Hub 7-in-1 (P417),Accessories,2683.0,3224.0,8.0,35,42,LOW,4.7,9
P418,NAS Storage 4TB (P418),Storage,21798.0,28614.0,2.0,76,133,HIGH,4.9,3
P419,Projector HD (P419),Office,22598.0,28853.0,15.0,38,48,LOW,4.7,14
P420,Biometric Fingerprint (P420),Security,6434.0,9187.0,15.0,188,128,MEDIUM,3.6,15
P421,4G LTE Router (P421),Networking,5537.0,7919.0,18.0,8,40,LOW,3.5,4
P422,Gaming LED Strip (P422),Gaming,2307.0,3464.0,5.0,45,182,HIGH,4.0,6
P423,Smart TV 43 Inch (P423),Electronics,31118.0,44126.0,18.0,73,120,HIGH,4.2,16
P424,Server Tower (P424),IT Hardware,109264.0,147005.0,5.0,28,104,HIGH,4.1,7
P425,Controller Wireless (P425),Gaming,3501.0,4249.0,12.0,41,243,HIGH,4.5,9
P426,VR Headset Meta (P426),Wearables,39554.0,58624.0,20.0,188,138,MEDIUM,4.4,7
P427,Server Tower (P427),IT Hardware,78897.0,112333.0,2.0,192,146,MEDIUM,4.9,11
P428,Controller Wireless (P428),Gaming,4622.0,5636.0,8.0,134,145,MEDIUM,3.7,5
P429,WiFi Router AX3000 (P429),Networking,6012.0,7968.0,20.0,58,148,HIGH,3.7,8
P430,Digital Camera DSLR (P430),Electronics,40095.0,60541.0,20.0,64,104,MEDIUM,4.9,7
P431,Gaming Chair RGB (P431),Gaming,11873.0,15911.0,20.0,37,145,HIGH,4.6,4
P432,Power Bank 10000mAh (P432),Accessories,1458.0,2047.0,15.0,137,89,MEDIUM,5.0,5
P433,Studio Monitor Speaker (P433),Audio,19709.0,30334.0,20.0,67,135,HIGH,4.4,10
P434,Noise Cancelling Earbuds (P434),Audio,7965.0,10324.0,10.0,23,44,LOW,4.5,4
P435,Memory Card 256GB (P435),Storage,1651.0,2337.0,5.0,76,243,HIGH,4.4,8
P436,Racing Wheel (P436),Gaming,14142.0,18898.0,2.0,127,43,MEDIUM,3.7,2
P437,Network Switch 16 Port (P437),Networking,11751.0,14566.0,12.0,45,58,MEDIUM,4.5,6
P438,5G Router (P438),Networking,8162.0,12089.0,5.0,173,126,MEDIUM,4.8,10
P439,Scanner Flatbed (P439),Office,8044.0,11864.0,12.0,127,46,MEDIUM,4.1,15
P440,Health Monitor Watch (P440),Wearables,6269.0,9122.0,10.0,143,139,MEDIUM,4.7,7
P441,IP Camera Outdoor (P441),Security,5715.0,7159.0,10.0,9,16,LOW,3.8,7
P442,Gaming Desk L-Shape (P442),Gaming,15772.0,21112.0,12.0,21,42,LOW,3.5,9
P443,External HDD 2TB (P443),Storage,4915.0,6386.0,2.0,77,177,HIGH,4.7,10
P444,Apple Watch Series 8 (P444),Wearables,42840.0,55590.0,10.0,23,233,HIGH,4.7,4
P445,Projector 4K (P445),Office,69500.0,84374.0,10.0,57,184,HIGH,4.0,8
P446,IP Camera Outdoor (P446),Security,4925.0,6834.0,2.0,33,27,LOW,3.9,15
P447,Dash Camera 4K (P447),Security,3683.0,4400.0,15.0,59,141,MEDIUM,4.1,13
P448,Bluetooth Headphones (P448),Audio,4296.0,6376.0,15.0,144,105,MEDIUM,4.2,6
P449,Ethernet Cable Cat6 (P449),Networking,354.0,542.0,8.0,15,237,HIGH,4.4,5
P450,WiFi Extender (P450),Networking,2286.0,2871.0,18.0,69,49,MEDIUM,3.5,7
P451,MacBook Pro M2 (P451),Electronics,116831.0,145555.0,12.0,88,113,MEDIUM,4.9,13
P452,Projector HD (P452),Office,30193.0,40465.0,2.0,166,55,MEDIUM,3.5,14
P453,USB Hub 4 Port (P453),Accessories,423.0,632.0,15.0,52,127,HIGH,4.7,6
P454,CCTV Camera PTZ (P454),Security,9689.0,14755.0,18.0,37,124,MEDIUM,4.2,13
P455,Mesh WiFi System (P455),Networking,11734.0,17305.0,12.0,53,136,HIGH,4.5,7
P456,Smart TV 55 Inch (P456),Electronics,65120.0,80248.0,2.0,30,43,LOW,4.3,8
P457,Wired Earphones (P457),Audio,774.0,1172.0,15.0,37,46,LOW,3.7,4
P458,Firewall Router (P458),Networking,18678.0,23383.0,8.0,43,112,MEDIUM,4.8,10
P459,GPU Compute Card (P459),IT Hardware,83139.0,107045.0,5.0,36,17,LOW,4.9,12
P460,Portable SSD 500GB (P460),Storage,6966.0,8478.0,5.0,77,181,HIGH,4.2,6
P461,NVR 8 Channel (P461),Security,16524.0,21727.0,15.0,15,143,HIGH,4.0,8
P462,Shredder Office (P462),Office,6020.0,7403.0,15.0,72,218,HIGH,4.0,9
P463,Serial Console Server (P463),IT Hardware,19088.0,27083.0,5.0,40,135,HIGH,3.9,21
P464,Mechanical Keyboard RGB (P464),Accessories,6176.0,9229.0,2.0,66,248,HIGH,4.7,5
P465,Smart TV 55 Inch (P465),Electronics,50994.0,77040.0,20.0,123,59,MEDIUM,4.1,21
P466,Smart Door Lock (P466),Security,6102.0,8332.0,5.0,32,104,MEDIUM,4.5,14
P467,Memory Card 256GB (P467),Storage,1168.0,1447.0,8.0,121,101,MEDIUM,3.6,9
P468,WiFi Router AX3000 (P468),Networking,4214.0,5337.0,10.0,122,141,MEDIUM,4.1,9
P469,Laptop Lenovo ThinkPad (P469),Electronics,61728.0,80241.0,12.0,37,167,HIGH,4.1,13
P470,Kids Smart Watch (P470),Wearables,4133.0,6155.0,12.0,162,68,MEDIUM,4.1,7
P471,KVM Switch 4 Port (P471),IT Hardware,8549.0,10109.0,8.0,49,69,MEDIUM,4.3,11
P472,Mesh WiFi System (P472),Networking,8935.0,11741.0,5.0,114,93,MEDIUM,4.6,9
P473,KVM Switch 4 Port (P473),IT Hardware,5843.0,7243.0,18.0,13,7,LOW,4.4,9
P474,Portable SSD 500GB (P474),Storage,6538.0,9870.0,8.0,16,21,LOW,4.3,8
P475,Dash Camera 4K (P475),Security,4785.0,7202.0,12.0,72,155,HIGH,4.4,12
P476,Workstation Dell (P476),IT Hardware,72239.0,96221.0,8.0,80,146,HIGH,3.9,18
P477,Smart Glasses (P477),Wearables,29755.0,35869.0,18.0,34,53,MEDIUM,3.8,10
P478,Printer All-in-One (P478),Office,16239.0,20228.0,2.0,79,236,HIGH,4.6,6
P479,GPU Compute Card (P479),IT Hardware,69301.0,97249.0,2.0,68,210,HIGH,4.1,7
P480,Stream Deck (P480),Gaming,13606.0,20094.0,18.0,177,142,MEDIUM,3.6,4
P481,Portable Speaker Waterproof (P481),Audio,3685.0,5589.0,5.0,31,39,LOW,3.9,2
P482,Digital Camera DSLR (P482),Electronics,46883.0,64338.0,18.0,110,128,MEDIUM,4.1,8
P483,Pen Drive 128GB (P483),Storage,1221.0,1555.0,18.0,100,118,MEDIUM,5.0,8
P484,WiFi Extender (P484),Networking,1918.0,2659.0,8.0,153,111,MEDIUM,3.9,6
P485,Security Alarm System (P485),Security,12645.0,16784.0,8.0,44,130,HIGH,4.2,7
P486,Laptop Stand Adjustable (P486),Accessories,2013.0,2961.0,2.0,5,45,LOW,4.7,4
P487,PDU Smart (P487),IT Hardware,10612.0,12774.0,10.0,39,117,MEDIUM,4.6,21
P488,Document Camera (P488),Office,11937.0,15351.0,2.0,78,144,HIGH,4.2,8
P489,Racing Wheel (P489),Gaming,9363.0,13764.0,10.0,39,126,MEDIUM,4.0,2
P490,External HDD 4TB (P490),Storage,10987.0,16134.0,15.0,180,91,MEDIUM,3.8,2
P491,Mechanical Keyboard RGB (P491),Accessories,5149.0,7459.0,15.0,100,144,MEDIUM,3.8,5
P492,Network Attached Storage (P492),IT Hardware,37773.0,48221.0,18.0,48,111,MEDIUM,4.3,12
P493,Screen Cleaner Kit (P493),Accessories,389.0,585.0,12.0,174,88,MEDIUM,4.2,5
P494,Smart Glasses (P494),Wearables,30861.0,46653.0,2.0,47,73,MEDIUM,4.1,5
P495,Ethernet Cable Cat6 (P495),Networking,324.0,425.0,2.0,93,73,MEDIUM,3.9,8
P496,Apple Watch Series 8 (P496),Wearables,40546.0,50522.0,15.0,98,113,MEDIUM,3.8,5
P497,Edge AI Device (P497),IT Hardware,50391.0,73173.0,12.0,20,17,LOW,4.8,12
P498,External HDD 4TB (P498),Storage,7480.0,9044.0,20.0,168,137,MEDIUM,4.9,9
P499,Kids Smart Watch (P499),Wearables,3289.0,4974.0,12.0,160,137,MEDIUM,3.9,5
P500,NVR 8 Channel (P500),Security,12433.0,18348.0,20.0,79,108,HIGH,4.0,15
P501,Memory Card 128GB (P501),Storage,1381.0,1986.0,20.0,33,41,MEDIUM,4.5,8
P502,CCTV Camera PTZ (P502),Security,9953.0,14001.0,12.0,20,21,LOW,3.9,14
P503,VR Headset Meta (P503),Wearables,30575.0,40874.0,18.0,123,87,MEDIUM,4.8,6
P504,Workstation Dell (P504),IT Hardware,83857.0,129335.0,10.0,45,169,HIGH,4.3,20
P505,Scanner Flatbed (P505),Office,6583.0,10104.0,8.0,75,41,MEDIUM,4.1,7
P506,Controller Wireless (P506),Gaming,5662.0,8326.0,12.0,8,41,LOW,4.1,4
P507,Smartphone OnePlus 11 (P507),Electronics,55021.0,74626.0,5.0,96,82,MEDIUM,4.0,15
P508,Racing Wheel (P508),Gaming,10409.0,13868.0,15.0,37,150,HIGH,5.0,6
P509,VR Headset Meta (P509),Wearables,37425.0,50912.0,20.0,51,197,HIGH,4.2,4
P510,Portable SSD 500GB (P510),Storage,7423.0,9686.0,18.0,25,118,HIGH,3.7,5
P511,VR Headset Meta (P511),Wearables,37142.0,53591.0,18.0,28,33,LOW,4.6,10
P512,Network Attached Storage (P512),IT Hardware,30844.0,46144.0,8.0,94,124,MEDIUM,4.9,18
P513,Laptop Stand Adjustable (P513),Accessories,1467.0,1787.0,5.0,21,221,HIGH,3.5,8
P514,Gaming Desk L-Shape (P514),Gaming,13039.0,18368.0,5.0,109,89,MEDIUM,3.8,6
P515,GPU Compute Card (P515),IT Hardware,69172.0,95104.0,8.0,27,47,LOW,4.8,12
P516,KVM Switch 4 Port (P516),IT Hardware,8900.0,12282.0,12.0,168,57,MEDIUM,3.8,16
P517,GPU Compute Card (P517),IT Hardware,89714.0,134984.0,18.0,166,121,MEDIUM,4.0,12
P518,Serial Console Server (P518),IT Hardware,20271.0,24591.0,12.0,69,73,MEDIUM,4.0,7
P519,Gaming Controller PC (P519),Gaming,3291.0,4455.0,2.0,152,102,MEDIUM,3.9,8
P520,Condenser Mic Studio (P520),Audio,9387.0,11102.0,15.0,32,40,LOW,4.1,4
P521,UPS 2000VA (P521),Office,10103.0,12218.0,10.0,186,142,MEDIUM,4.7,15
P522,Soundbar 2.1 (P522),Audio,11891.0,16372.0,12.0,47,149,MEDIUM,3.8,6
P523,Laptop Bag 15 Inch (P523),Accessories,1418.0,1816.0,20.0,14,6,LOW,3.6,10
P524,Smartphone Samsung S23 (P524),Electronics,71530.0,91872.0,8.0,32,133,MEDIUM,3.8,9
P525,Gaming Console PS5 (P525),Electronics,44823.0,59861.0,20.0,19,218,HIGH,4.0,20
P526,External HDD 2TB (P526),Storage,5220.0,6918.0,20.0,29,21,LOW,4.7,3
P527,WiFi Extender (P527),Networking,2203.0,2961.0,2.0,38,11,LOW,4.5,5
P528,Network Attached Storage (P528),IT Hardware,39585.0,51282.0,15.0,40,7,LOW,4.3,11
P529,GPU Compute Card (P529),IT Hardware,74861.0,98319.0,2.0,29,155,HIGH,3.9,13
P530,Smart Watch Android (P530),Wearables,5753.0,7376.0,5.0,32,71,MEDIUM,5.0,9
P531,NVR 8 Channel (P531),Security,14971.0,18161.0,8.0,188,127,MEDIUM,4.0,15
P532,Laptop Lenovo ThinkPad (P532),Electronics,52977.0,65530.0,5.0,25,19,LOW,5.0,19
P533,Smart Glasses (P533),Wearables,31531.0,37456.0,18.0,94,57,MEDIUM,4.8,9
P534,Serial Console Server (P534),IT Hardware,20947.0,30120.0,10.0,119,109,MEDIUM,4.0,14
P535,Condenser Mic Studio (P535),Audio,13487.0,18682.0,5.0,105,97,MEDIUM,4.7,10
P536,Smart Glasses (P536),Wearables,22009.0,31166.0,18.0,188,42,MEDIUM,4.8,5
P537,Apple Watch Series 8 (P537),Wearables,41583.0,57360.0,18.0,36,48,LOW,4.6,4
P538,Smart Door Lock (P538),Security,6952.0,9852.0,5.0,9,47,LOW,3.6,7
P539,External HDD 2TB (P539),Storage,5046.0,6860.0,5.0,29,46,LOW,4.5,10
P540,Dash Camera 4K (P540),Security,3717.0,4890.0,5.0,36,18,LOW,4.9,6
P541,GPU Compute Card (P541),IT Hardware,67003.0,92897.0,18.0,49,114,HIGH,4.3,18
P542,Ring Light 10 Inch (P542),Accessories,1301.0,1639.0,5.0,39,19,LOW,4.1,5
P543,Joystick Flight (P543),Gaming,7565.0,11579.0,18.0,193,138,MEDIUM,4.4,9
P544,Printer Laser Color (P544),Office,19668.0,24521.0,18.0,70,124,MEDIUM,4.3,14
P545,Raspberry Pi 4 (P545),IT Hardware,5756.0,7964.0,15.0,70,205,HIGH,4.7,12
P546,Biometric Fingerprint (P546),Security,5189.0,6534.0,12.0,144,97,MEDIUM,4.9,5
P547,Tablet Samsung Tab (P547),Electronics,36341.0,49842.0,12.0,18,19,LOW,4.8,7
P548,USB Microphone (P548),Audio,5034.0,7003.0,8.0,27,34,LOW,3.7,6
P549,Kids Smart Watch (P549),Wearables,3125.0,3984.0,12.0,18,30,LOW,4.6,7
P550,Workstation Dell (P550),IT Hardware,81113.0,122695.0,5.0,39,78,MEDIUM,4.6,16
P551,Printer Laser Color (P551),Office,25801.0,39246.0,15.0,141,144,MEDIUM,4.1,6
P552,Firewall Router (P552),Networking,19429.0,27483.0,18.0,7,38,LOW,4.0,4
P553,Health Monitor Watch (P553),Wearables,9489.0,11735.0,18.0,79,247,HIGH,3.6,8
P554,Studio Monitor Speaker (P554),Audio,13184.0,17197.0,20.0,170,46,MEDIUM,4.1,3
P555,Projector 4K (P555),Office,66731.0,95973.0,8.0,154,65,MEDIUM,4.1,14
P556,5G Router (P556),Networking,11080.0,16090.0,10.0,32,22,LOW,4.0,3
P557,Power Bank 30000mAh (P557),Accessories,2647.0,3465.0,15.0,36,123,MEDIUM,4.7,4
